"","V1","V2"
"result.5219",2001,0
"result.5220",2001,0
"result.5221",2001,0
"result.5222",1012,0.34367137070652
"result.5223",878,0.566443404738418
"result.5224",2001,0
"result.5225",2001,0
"result.5226",2001,0
"result.5227",2001,0
"result.5228",2001,0
"result.5229",2001,0
"result.5230",2001,0
"result.5231",1007,0.387486997958753
"result.5232",2001,0
"result.5233",171,0.28352940002803
"result.5234",2001,0
"result.5235",2001,0
"result.5236",2001,0
"result.5237",2001,0
"result.5238",2001,0
"result.5239",2001,0
"result.5240",2001,0
"result.5241",2001,0
"result.5242",2001,0
"result.5243",2001,0
"result.5244",2001,0
"result.5245",2001,0
"result.5246",2001,0
"result.5247",2001,0
"result.5248",2001,0
"result.5249",2001,0
"result.5250",2001,0
"result.5251",2001,0
"result.5252",2001,0
"result.5253",2001,0
"result.5254",988,0.361772170358662
"result.5255",2001,0
"result.5256",2001,0
"result.5257",2001,0
"result.5258",2001,0
"result.5259",2001,0
"result.5260",2001,0
"result.5261",2001,0
"result.5262",2001,0
"result.5263",1021,0.677036187645239
"result.5264",2001,0
"result.5265",2001,0
"result.5266",2001,0
"result.5267",2001,0
"result.5268",1007,0.432286051511952
"result.5269",2001,0
"result.5270",2001,0
"result.5271",2001,0
"result.5272",2001,0
"result.5273",2001,0
"result.5274",2001,0
"result.5275",2001,0
"result.5276",2001,0
"result.5277",2001,0
"result.5278",2001,0
"result.5279",2001,0
"result.5280",2001,0
"result.5281",2001,0
"result.5282",2001,0
"result.5283",2001,0
"result.5284",2001,0
"result.5285",2001,0
"result.5286",2001,0
"result.5287",2001,0
"result.5288",2001,0
"result.5289",2001,0
"result.5290",2001,0
"result.5291",2001,0
"result.5292",2001,0
"result.5293",2001,0
"result.5294",2001,0
"result.5295",2001,0
"result.5296",2001,0
"result.5297",2001,0
"result.5298",2001,0
"result.5299",2001,0
"result.5300",2001,0
"result.5301",2001,0
"result.5302",2001,0
"result.5303",992,0.368004011286775
"result.5304",2001,0
"result.5305",2001,0
"result.5306",2001,0
"result.5307",2001,0
"result.5308",2001,0
"result.5309",2001,0
"result.5310",2001,0
"result.5311",2001,0
"result.5312",2001,0
"result.5313",2001,0
"result.5314",2001,0
"result.5315",2001,0
"result.5316",2001,0
"result.5317",2001,0
"result.5318",1668,0.71280381115977
"result.5319",2001,0
"result.5320",2001,0
"result.5321",2001,0
"result.5322",2001,0
"result.5323",2001,0
"result.5324",2001,0
"result.5325",2001,0
"result.5326",2001,0
"result.5327",1021,0.445699260318712
"result.5328",2001,0
"result.5329",2001,0
"result.5330",2001,0
"result.5331",2001,0
"result.5332",2001,0
"result.5333",2001,0
"result.5334",2001,0
"result.5335",2001,0
"result.5336",2001,0
"result.5337",2001,0
"result.5338",2001,0
"result.5339",2001,0
"result.5340",2001,0
"result.5341",2001,0
"result.5342",2001,0
"result.5343",2001,0
"result.5344",2001,0
"result.5345",2001,0
"result.5346",2001,0
"result.5347",2001,0
"result.5348",2001,0
"result.5349",2001,0
"result.5350",2001,0
"result.5351",1041,0.437131767096876
"result.5352",2001,0
"result.5353",2001,0
"result.5354",2001,0
"result.5355",2001,0
"result.5356",2001,0
"result.5357",2001,0
"result.5358",2001,0
"result.5359",2001,0
"result.5360",2001,0
"result.5361",2001,0
"result.5362",2001,0
"result.5363",2001,0
"result.5364",2001,0
"result.5365",2001,0
"result.5366",1003,0.835446336889891
"result.5367",2001,0
"result.5368",2001,0
"result.5369",2001,0
"result.5370",2001,0
"result.5371",2001,0
"result.5372",2001,0
"result.5373",2001,0
"result.5374",2001,0
"result.5375",2001,0
"result.5376",2001,0
"result.5377",2001,0
"result.5378",2001,0
"result.5379",2001,0
"result.5380",2001,0
"result.5381",2001,0
"result.5382",2001,0
"result.5383",2001,0
"result.5384",2001,0
"result.5385",2001,0
"result.5386",2001,0
"result.5387",2001,0
"result.5388",2001,0
"result.5389",2001,0
"result.5390",2001,0
"result.5391",2001,0
"result.5392",2001,0
"result.5393",2001,0
"result.5394",2001,0
"result.5395",2001,0
"result.5396",2001,0
"result.5397",2001,0
"result.5398",2001,0
"result.5399",2001,0
"result.5400",2001,0
"result.5401",2001,0
"result.5402",2001,0
"result.5403",2001,0
"result.5404",2001,0
"result.5405",2001,0
"result.5406",2001,0
"result.5407",2001,0
"result.5408",2001,0
"result.5409",1001,0.486043396539078
"result.5410",2001,0
"result.5411",2001,0
"result.5412",2001,0
"result.5413",2001,0
"result.5414",2001,0
"result.5415",2001,0
"result.5416",2001,0
"result.5417",2001,0
"result.5418",2001,0
"result.5419",2001,0
"result.5420",2001,0
"result.5421",2001,0
"result.5422",992,0.345315727269185
"result.5423",2001,0
"result.5424",2001,0
"result.5425",2001,0
"result.5426",2001,0
"result.5427",2001,0
"result.5428",2001,0
"result.5429",2001,0
"result.5430",2001,0
"result.5431",2001,0
"result.5432",2001,0
"result.5433",2001,0
"result.5434",2001,0
"result.5435",2001,0
"result.5436",2001,0
"result.5437",2001,0
"result.5438",2001,0
"result.5439",917,0.426933933697759
"result.5440",2001,0
"result.5441",2001,0
"result.5442",2001,0
"result.5443",2001,0
"result.5444",2001,0
"result.5445",2001,0
"result.5446",991,0.701917963712093
"result.5447",992,0.476661115992837
"result.5448",2001,0
"result.5449",2001,0
"result.5450",2001,0
"result.5451",2001,0
"result.5452",2001,0
"result.5453",2001,0
"result.5454",171,0.213283846299426
"result.5455",2001,0
"result.5456",2001,0
"result.5457",2001,0
"result.5458",2001,0
"result.5459",2001,0
"result.5460",2001,0
"result.5461",2001,0
"result.5462",2001,0
"result.5463",2001,0
"result.5464",2001,0
"result.5465",2001,0
"result.5466",2001,0
"result.5467",2001,0
"result.5468",2001,0
"result.5469",2001,0
"result.5470",2001,0
"result.5471",2001,0
"result.5472",2001,0
"result.5473",2001,0
"result.5474",1003,0.266909418718402
"result.5475",2001,0
"result.5476",2001,0
"result.5477",2001,0
"result.5478",2001,0
"result.5479",2001,0
"result.5480",2001,0
"result.5481",2001,0
"result.5482",2001,0
"result.5483",2001,0
"result.5484",2001,0
"result.5485",2001,0
"result.5486",2001,0
"result.5487",2001,0
"result.5488",2001,0
"result.5489",2001,0
"result.5490",2001,0
"result.5491",2001,0
"result.5492",2001,0
"result.5493",2001,0
"result.5494",2001,0
"result.5495",2001,0
"result.5496",2001,0
"result.5497",2001,0
"result.5498",2001,0
"result.5499",2001,0
"result.5500",2001,0
"result.5501",2001,0
"result.5502",1006,0.362828071684909
"result.5503",2001,0
"result.5504",2001,0
"result.5505",2001,0
"result.5506",2001,0
"result.5507",2001,0
"result.5508",2001,0
"result.5509",2001,0
"result.5510",2001,0
"result.5511",2001,0
"result.5512",2001,0
"result.5513",2001,0
"result.5514",2001,0
"result.5515",2001,0
"result.5516",2001,0
"result.5517",2001,0
"result.5518",2001,0
"result.5519",2001,0
"result.5520",2001,0
"result.5521",2001,0
"result.5522",2001,0
"result.5523",2001,0
"result.5524",2001,0
"result.5525",2001,0
"result.5526",2001,0
"result.5527",2001,0
"result.5528",2001,0
"result.5529",2001,0
"result.5530",2001,0
"result.5531",2001,0
"result.5532",2001,0
"result.5533",2001,0
"result.5534",2001,0
"result.5535",2001,0
"result.5536",2001,0
"result.5537",2001,0
"result.5538",2001,0
"result.5539",2001,0
"result.5540",2001,0
"result.5541",2001,0
"result.5542",2001,0
"result.5543",2001,0
"result.5544",2001,0
"result.5545",2001,0
"result.5546",2001,0
"result.5547",2001,0
"result.5548",2001,0
"result.5549",2001,0
"result.5550",2001,0
"result.5551",991,0.962468618964744
"result.5552",2001,0
"result.5553",991,0.357031339277384
"result.5554",2001,0
"result.5555",2001,0
"result.5556",2001,0
"result.5557",2001,0
"result.5558",2001,0
"result.5559",2001,0
"result.5560",2001,0
"result.5561",2001,0
"result.5562",2001,0
"result.5563",2001,0
"result.5564",2001,0
"result.5565",2001,0
"result.5566",2001,0
"result.5567",2001,0
"result.5568",2001,0
"result.5569",2001,0
"result.5570",2001,0
"result.5571",2001,0
"result.5572",2001,0
"result.5573",2001,0
"result.5574",2001,0
"result.5575",2001,0
"result.5576",2001,0
"result.5577",2001,0
"result.5578",2001,0
"result.5579",2001,0
"result.5580",2001,0
"result.5581",2001,0
"result.5582",2001,0
"result.5583",2001,0
"result.5584",2001,0
"result.5585",2001,0
"result.5586",2001,0
"result.5587",2001,0
"result.5588",2001,0
"result.5589",2001,0
"result.5590",1022,0.386266874334503
"result.5591",2001,0
"result.5592",2001,0
"result.5593",2001,0
"result.5594",2001,0
"result.5595",2001,0
"result.5596",2001,0
"result.5597",2001,0
"result.5598",2001,0
"result.5599",2001,0
"result.5600",2001,0
"result.5601",2001,0
"result.5602",2001,0
"result.5603",2001,0
"result.5604",2001,0
"result.5605",2001,0
"result.5606",2001,0
"result.5607",2001,0
"result.5608",2001,0
"result.5609",2001,0
"result.5610",2001,0
"result.5611",2001,0
"result.5612",2001,0
"result.5613",2001,0
"result.5614",2001,0
"result.5615",2001,0
"result.5616",169,0.272969130540545
"result.5617",2001,0
"result.5618",2001,0
"result.5619",2001,0
"result.5620",2001,0
"result.5621",2001,0
"result.5622",2001,0
"result.5623",2001,0
"result.5624",2001,0
"result.5625",2001,0
"result.5626",2001,0
"result.5627",2001,0
"result.5628",2001,0
"result.5629",2001,0
"result.5630",2001,0
"result.5631",2001,0
"result.5632",2001,0
"result.5633",2001,0
"result.5634",2001,0
"result.5635",2001,0
"result.5636",2001,0
"result.5637",2001,0
"result.5638",991,0.414347378512861
"result.5639",2001,0
"result.5640",2001,0
"result.5641",988,0.328732217931227
"result.5642",2001,0
"result.5643",2001,0
"result.5644",2001,0
"result.5645",2001,0
"result.5646",2001,0
"result.5647",2001,0
"result.5648",2001,0
"result.5649",2001,0
"result.5650",2001,0
"result.5651",2001,0
"result.5652",2001,0
"result.5653",2001,0
"result.5654",2001,0
"result.5655",2001,0
"result.5656",2001,0
"result.5657",2001,0
"result.5658",2001,0
"result.5659",2001,0
"result.5660",2001,0
"result.5661",2001,0
"result.5662",2001,0
"result.5663",2001,0
"result.5664",2001,0
"result.5665",2001,0
"result.5666",2001,0
"result.5667",2001,0
"result.5668",2001,0
"result.5669",2001,0
"result.5670",2001,0
"result.5671",2001,0
"result.5672",2001,0
"result.5673",2001,0
"result.5674",2001,0
"result.5675",2001,0
"result.5676",2001,0
"result.5677",2001,0
"result.5678",2001,0
"result.5679",2001,0
"result.5680",2001,0
"result.5681",2001,0
"result.5682",2001,0
"result.5683",2001,0
"result.5684",2001,0
"result.5685",2001,0
"result.5686",2001,0
"result.5687",2001,0
"result.5688",2001,0
"result.5689",2001,0
"result.5690",2001,0
"result.5691",2001,0
"result.5692",2001,0
"result.5693",2001,0
"result.5694",2001,0
"result.5695",2001,0
"result.5696",2001,0
"result.5697",2001,0
"result.5698",2001,0
"result.5699",2001,0
"result.5700",2001,0
"result.5701",2001,0
"result.5702",2001,0
"result.5703",2001,0
"result.5704",2001,0
"result.5705",2001,0
"result.5706",2001,0
"result.5707",2001,0
"result.5708",2001,0
"result.5709",2001,0
"result.5710",2001,0
"result.5711",2001,0
"result.5712",2001,0
"result.5713",2001,0
"result.5714",2001,0
"result.5715",2001,0
"result.5716",2001,0
"result.5717",2001,0
"result.5718",2001,0
"result.5719",2001,0
"result.5720",2001,0
"result.5721",2001,0
"result.5722",2001,0
"result.5723",2001,0
"result.5724",2001,0
"result.5725",2001,0
"result.5726",2001,0
"result.5727",2001,0
"result.5728",2001,0
"result.5729",2001,0
"result.5730",2001,0
"result.5731",2001,0
"result.5732",2001,0
"result.5733",2001,0
"result.5734",2001,0
"result.5735",2001,0
"result.5736",2001,0
"result.5737",2001,0
"result.5738",2001,0
"result.5739",2001,0
"result.5740",2001,0
"result.5741",2001,0
"result.5742",1007,0.594869804527814
"result.5743",2001,0
"result.5744",2001,0
"result.5745",991,0.383781851046795
"result.5746",2001,0
"result.5747",2001,0
"result.5748",2001,0
"result.5749",2001,0
"result.5750",2001,0
"result.5751",2001,0
"result.5752",2001,0
"result.5753",2001,0
"result.5754",2001,0
"result.5755",2001,0
"result.5756",2001,0
"result.5757",2001,0
"result.5758",2001,0
"result.5759",2001,0
"result.5760",2001,0
"result.5761",2001,0
"result.5762",2001,0
"result.5763",2001,0
"result.5764",2001,0
"result.5765",2001,0
"result.5766",1021,0.565639051014557
"result.5767",991,0.373172851615143
"result.5768",2001,0
"result.5769",2001,0
"result.5770",2001,0
"result.5771",2001,0
"result.5772",2001,0
"result.5773",2001,0
"result.5774",2001,0
"result.5775",2001,0
"result.5776",2001,0
"result.5777",2001,0
"result.5778",2001,0
"result.5779",2001,0
"result.5780",2001,0
"result.5781",2001,0
"result.5782",2001,0
"result.5783",2001,0
"result.5784",2001,0
"result.5785",991,0.36289818429025
"result.5786",2001,0
"result.5787",2001,0
"result.5788",2001,0
"result.5789",2001,0
"result.5790",2001,0
"result.5791",2001,0
"result.5792",2001,0
"result.5793",2001,0
"result.5794",2001,0
"result.5795",2001,0
"result.5796",2001,0
"result.5797",2001,0
"result.5798",2001,0
"result.5799",2001,0
"result.5800",2001,0
"result.5801",2001,0
"result.5802",2001,0
"result.5803",2001,0
"result.5804",2001,0
"result.5805",2001,0
"result.5806",2001,0
"result.5807",2001,0
"result.5808",2001,0
"result.5809",2001,0
"result.5810",2001,0
"result.5811",2001,0
"result.5812",2001,0
"result.5813",2001,0
"result.5814",1668,0.648257885682639
"result.5815",2001,0
"result.5816",2001,0
"result.5817",2001,0
"result.5818",2001,0
"result.5819",2001,0
"result.5820",2001,0
"result.5821",2001,0
"result.5822",2001,0
"result.5823",2001,0
"result.5824",2001,0
"result.5825",2001,0
"result.5826",2001,0
"result.5827",2001,0
"result.5828",2001,0
"result.5829",2001,0
"result.5830",1022,0.546359521619848
"result.5831",2001,0
"result.5832",2001,0
"result.5833",2001,0
"result.5834",2001,0
"result.5835",2001,0
"result.5836",2001,0
"result.5837",2001,0
"result.5838",2001,0
"result.5839",2001,0
"result.5840",2001,0
"result.5841",2001,0
"result.5842",2001,0
"result.5843",2001,0
"result.5844",2001,0
"result.5845",2001,0
"result.5846",2001,0
"result.5847",2001,0
"result.5848",2001,0
"result.5849",2001,0
"result.5850",2001,0
"result.5851",2001,0
"result.5852",2001,0
"result.5853",2001,0
"result.5854",2001,0
"result.5855",2001,0
"result.5856",2001,0
"result.5857",2001,0
"result.5858",2001,0
"result.5859",2001,0
"result.5860",2001,0
"result.5861",2001,0
"result.5862",2001,0
"result.5863",2001,0
"result.5864",2001,0
"result.5865",2001,0
"result.5866",2001,0
"result.5867",2001,0
"result.5868",2001,0
"result.5869",2001,0
"result.5870",2001,0
"result.5871",2001,0
"result.5872",2001,0
"result.5873",2001,0
"result.5874",2001,0
"result.5875",2001,0
"result.5876",2001,0
"result.5877",2001,0
"result.5878",2001,0
"result.5879",2001,0
"result.5880",2001,0
"result.5881",2001,0
"result.5882",2001,0
"result.5883",2001,0
"result.5884",2001,0
"result.5885",2001,0
"result.5886",2001,0
"result.5887",2001,0
"result.5888",2001,0
"result.5889",2001,0
"result.5890",2001,0
"result.5891",2001,0
"result.5892",2001,0
"result.5893",2001,0
"result.5894",2001,0
"result.5895",172,0.17190044081033
"result.5896",2001,0
"result.5897",2001,0
"result.5898",2001,0
"result.5899",2001,0
"result.5900",2001,0
"result.5901",2001,0
"result.5902",2001,0
"result.5903",2001,0
"result.5904",2001,0
"result.5905",2001,0
"result.5906",2001,0
"result.5907",2001,0
"result.5908",2001,0
"result.5909",2001,0
"result.5910",2001,0
"result.5911",2001,0
"result.5912",2001,0
"result.5913",2001,0
"result.5914",2001,0
"result.5915",2001,0
"result.5916",2001,0
"result.5917",2001,0
"result.5918",2001,0
"result.5919",2001,0
"result.5920",2001,0
"result.5921",2001,0
"result.5922",2001,0
"result.5923",2001,0
"result.5924",2001,0
"result.5925",2001,0
"result.5926",2001,0
"result.5927",2001,0
"result.5928",2001,0
"result.5929",2001,0
"result.5930",2001,0
"result.5931",2001,0
"result.5932",2001,0
"result.5933",2001,0
"result.5934",2001,0
"result.5935",2001,0
"result.5936",2001,0
"result.5937",2001,0
"result.5938",2001,0
"result.5939",2001,0
"result.5940",2001,0
"result.5941",2001,0
"result.5942",1021,0.425650072805769
"result.5943",988,0.482062523763414
"result.5944",2001,0
"result.5945",2001,0
"result.5946",2001,0
"result.5947",2001,0
"result.5948",2001,0
"result.5949",2001,0
"result.5950",171,0.131606668826645
"result.5951",2001,0
"result.5952",2001,0
"result.5953",2001,0
"result.5954",2001,0
"result.5955",2001,0
"result.5956",2001,0
"result.5957",2001,0
"result.5958",2001,0
"result.5959",1021,0.578091216738585
"result.5960",2001,0
"result.5961",2001,0
"result.5962",2001,0
"result.5963",2001,0
"result.5964",2001,0
"result.5965",2001,0
"result.5966",1003,0.578755911674623
"result.5967",2001,0
"result.5968",2001,0
"result.5969",2001,0
"result.5970",2001,0
"result.5971",2001,0
"result.5972",2001,0
"result.5973",1007,0.433800997175162
"result.5974",2001,0
"result.5975",2001,0
"result.5976",2001,0
"result.5977",2001,0
"result.5978",2001,0
"result.5979",2001,0
"result.5980",2001,0
"result.5981",2001,0
"result.5982",2001,0
"result.5983",2001,0
"result.5984",2001,0
"result.5985",2001,0
"result.5986",2001,0
"result.5987",2001,0
"result.5988",2001,0
"result.5989",2001,0
"result.5990",2001,0
"result.5991",2001,0
"result.5992",2001,0
"result.5993",2001,0
"result.5994",2001,0
"result.5995",2001,0
"result.5996",2001,0
"result.5997",2001,0
"result.5998",2001,0
"result.5999",2001,0
"result.6000",2001,0
"result.6001",2001,0
"result.6002",2001,0
"result.6003",2001,0
"result.6004",2001,0
"result.6005",2001,0
"result.6006",2001,0
"result.6007",2001,0
"result.6008",2001,0
"result.6009",2001,0
"result.6010",2001,0
"result.6011",2001,0
"result.6012",2001,0
"result.6013",2001,0
"result.6014",2001,0
"result.6015",2001,0
"result.6016",2001,0
"result.6017",2001,0
"result.6018",2001,0
"result.6019",992,0.449131535886618
"result.6020",2001,0
"result.6021",2001,0
"result.6022",2001,0
"result.6023",2001,0
"result.6024",2001,0
"result.6025",2001,0
"result.6026",2001,0
"result.6027",2001,0
"result.6028",2001,0
"result.6029",2001,0
"result.6030",2001,0
"result.6031",2001,0
"result.6032",2001,0
"result.6033",2001,0
"result.6034",2001,0
"result.6035",2001,0
"result.6036",2001,0
"result.6037",2001,0
"result.6038",2001,0
"result.6039",2001,0
"result.6040",2001,0
"result.6041",2001,0
"result.6042",2001,0
"result.6043",2001,0
"result.6044",2001,0
"result.6045",2001,0
"result.6046",2001,0
"result.6047",1009,0.290867964476107
"result.6048",2001,0
"result.6049",2001,0
"result.6050",2001,0
"result.6051",2001,0
"result.6052",2001,0
"result.6053",2001,0
"result.6054",1008,0.59499122584516
"result.6055",880,0.451929164721854
"result.6056",2001,0
"result.6057",2001,0
"result.6058",2001,0
"result.6059",2001,0
"result.6060",2001,0
"result.6061",2001,0
"result.6062",2001,0
"result.6063",2001,0
"result.6064",2001,0
"result.6065",2001,0
"result.6066",2001,0
"result.6067",2001,0
"result.6068",2001,0
"result.6069",2001,0
"result.6070",2001,0
"result.6071",2001,0
"result.6072",2001,0
"result.6073",916,0.395660500183528
"result.6074",2001,0
"result.6075",2001,0
"result.6076",2001,0
"result.6077",2001,0
"result.6078",2001,0
"result.6079",2001,0
"result.6080",2001,0
"result.6081",2001,0
"result.6082",2001,0
"result.6083",2001,0
"result.6084",2001,0
"result.6085",2001,0
"result.6086",2001,0
"result.6087",2001,0
"result.6088",2001,0
"result.6089",2001,0
"result.6090",2001,0
"result.6091",2001,0
"result.6092",2001,0
"result.6093",2001,0
"result.6094",2001,0
"result.6095",2001,0
"result.6096",2001,0
"result.6097",2001,0
"result.6098",2001,0
"result.6099",2001,0
"result.6100",2001,0
"result.6101",2001,0
"result.6102",449,0.104545707627313
"result.6103",2001,0
"result.6104",2001,0
"result.6105",2001,0
"result.6106",2001,0
"result.6107",2001,0
"result.6108",2001,0
"result.6109",2001,0
"result.6110",1007,0.50276769982289
"result.6111",2001,0
"result.6112",2001,0
"result.6113",2001,0
"result.6114",2001,0
"result.6115",2001,0
"result.6116",2001,0
"result.6117",2001,0
"result.6118",2001,0
"result.6119",2001,0
"result.6120",2001,0
"result.6121",2001,0
"result.6122",2001,0
"result.6123",2001,0
"result.6124",2001,0
"result.6125",2001,0
"result.6126",2001,0
"result.6127",2001,0
"result.6128",2001,0
"result.6129",2001,0
"result.6130",2001,0
"result.6131",2001,0
"result.6132",2001,0
"result.6133",2001,0
"result.6134",2001,0
"result.6135",2001,0
"result.6136",1861,0.854445978984685
"result.6137",2001,0
"result.6138",2001,0
"result.6139",2001,0
"result.6140",2001,0
"result.6141",2001,0
"result.6142",2001,0
"result.6143",2001,0
"result.6144",2001,0
"result.6145",2001,0
"result.6146",2001,0
"result.6147",2001,0
"result.6148",2001,0
"result.6149",2001,0
"result.6150",2001,0
"result.6151",2001,0
"result.6152",2001,0
"result.6153",2001,0
"result.6154",2001,0
"result.6155",2001,0
"result.6156",2001,0
"result.6157",2001,0
"result.6158",2001,0
"result.6159",2001,0
"result.6160",2001,0
"result.6161",2001,0
"result.6162",2001,0
"result.6163",2001,0
"result.6164",2001,0
"result.6165",2001,0
"result.6166",2001,0
"result.6167",1007,0.573758284036421
"result.6168",2001,0
"result.6169",2001,0
"result.6170",2001,0
"result.6171",2001,0
"result.6172",2001,0
"result.6173",2001,0
"result.6174",2001,0
"result.6175",2001,0
"result.6176",2001,0
"result.6177",2001,0
"result.6178",2001,0
"result.6179",2001,0
"result.6180",2001,0
"result.6181",2001,0
"result.6182",2001,0
"result.6183",2001,0
"result.6184",2001,0
"result.6185",2001,0
"result.6186",2001,0
"result.6187",2001,0
"result.6188",2001,0
"result.6189",2001,0
"result.6190",2001,0
"result.6191",2001,0
"result.6192",2001,0
"result.6193",171,0.362628205411099
"result.6194",2001,0
"result.6195",2001,0
"result.6196",2001,0
"result.6197",2001,0
"result.6198",2001,0
"result.6199",2001,0
"result.6200",2001,0
"result.6201",2001,0
"result.6202",2001,0
"result.6203",2001,0
"result.6204",2001,0
"result.6205",2001,0
"result.6206",2001,0
"result.6207",2001,0
"result.6208",2001,0
"result.6209",2001,0
"result.6210",2001,0
"result.6211",2001,0
"result.6212",2001,0
"result.6213",2001,0
"result.6214",2001,0
"result.6215",2001,0
"result.6216",2001,0
"result.6217",2001,0
"result.6218",2001,0
"result.6219",2001,0
"result.6220",2001,0
"result.6221",2001,0
"result.6222",2001,0
"result.6223",2001,0
"result.6224",2001,0
"result.6225",2001,0
"result.6226",2001,0
"result.6227",2001,0
"result.6228",2001,0
"result.6229",2001,0
"result.6230",2001,0
"result.6231",2001,0
"result.6232",2001,0
"result.6233",2001,0
"result.6234",2001,0
"result.6235",2001,0
"result.6236",2001,0
"result.6237",2001,0
"result.6238",2001,0
"result.6239",2001,0
"result.6240",2001,0
"result.6241",2001,0
"result.6242",2001,0
"result.6243",2001,0
"result.6244",2001,0
"result.6245",2001,0
"result.6246",2001,0
"result.6247",2001,0
"result.6248",2001,0
"result.6249",2001,0
"result.6250",2001,0
"result.6251",2001,0
"result.6252",2001,0
"result.6253",2001,0
"result.6254",991,0.67070644827723
"result.6255",2001,0
"result.6256",2001,0
"result.6257",2001,0
"result.6258",2001,0
"result.6259",2001,0
"result.6260",2001,0
"result.6261",2001,0
"result.6262",2001,0
"result.6263",2001,0
"result.6264",2001,0
"result.6265",2001,0
"result.6266",2001,0
"result.6267",2001,0
"result.6268",2001,0
"result.6269",2001,0
"result.6270",2001,0
"result.6271",2001,0
"result.6272",2001,0
"result.6273",2001,0
"result.6274",2001,0
"result.6275",2001,0
"result.6276",2001,0
"result.6277",2001,0
"result.6278",992,0.760542580539457
"result.6279",2001,0
"result.6280",2001,0
"result.6281",2001,0
"result.6282",2001,0
"result.6283",2001,0
"result.6284",2001,0
"result.6285",2001,0
"result.6286",2001,0
"result.6287",2001,0
"result.6288",2001,0
"result.6289",2001,0
"result.6290",2001,0
"result.6291",2001,0
"result.6292",2001,0
"result.6293",2001,0
"result.6294",2001,0
"result.6295",2001,0
"result.6296",2001,0
"result.6297",2001,0
"result.6298",2001,0
"result.6299",2001,0
"result.6300",2001,0
"result.6301",2001,0
"result.6302",2001,0
"result.6303",2001,0
"result.6304",2001,0
"result.6305",2001,0
"result.6306",2001,0
"result.6307",2001,0
"result.6308",2001,0
"result.6309",497,0
"result.6310",2001,0
"result.6311",2001,0
"result.6312",2001,0
"result.6313",2001,0
"result.6314",2001,0
"result.6315",2001,0
"result.6316",2001,0
"result.6317",2001,0
"result.6318",2001,0
"result.6319",2001,0
"result.6320",2001,0
"result.6321",2001,0
"result.6322",2001,0
"result.6323",2001,0
"result.6324",2001,0
"result.6325",2001,0
"result.6326",2001,0
"result.6327",2001,0
"result.6328",2001,0
"result.6329",2001,0
"result.6330",2001,0
"result.6331",2001,0
"result.6332",2001,0
"result.6333",2001,0
"result.6334",2001,0
"result.6335",2001,0
"result.6336",2001,0
"result.6337",2001,0
"result.6338",2001,0
"result.6339",2001,0
"result.6340",2001,0
"result.6341",2001,0
"result.6342",2001,0
"result.6343",992,0.580316086302211
"result.6344",2001,0
"result.6345",2001,0
"result.6346",2001,0
"result.6347",2001,0
"result.6348",2001,0
"result.6349",2001,0
"result.6350",2001,0
"result.6351",2001,0
"result.6352",2001,0
"result.6353",2001,0
"result.6354",2001,0
"result.6355",2001,0
"result.6356",2001,0
"result.6357",2001,0
"result.6358",2001,0
"result.6359",2001,0
"result.6360",2001,0
"result.6361",2001,0
"result.6362",2001,0
"result.6363",2001,0
"result.6364",2001,0
"result.6365",2001,0
"result.6366",2001,0
"result.6367",2001,0
"result.6368",991,0.246378125249029
"result.6369",2001,0
"result.6370",2001,0
"result.6371",2001,0
"result.6372",2001,0
"result.6373",2001,0
"result.6374",2001,0
"result.6375",2001,0
"result.6376",2001,0
"result.6377",2001,0
"result.6378",2001,0
"result.6379",2001,0
"result.6380",2001,0
"result.6381",2001,0
"result.6382",2001,0
"result.6383",2001,0
"result.6384",2001,0
"result.6385",2001,0
"result.6386",2001,0
"result.6387",2001,0
"result.6388",2001,0
"result.6389",2001,0
"result.6390",2001,0
"result.6391",2001,0
"result.6392",2001,0
"result.6393",2001,0
"result.6394",2001,0
"result.6395",2001,0
"result.6396",2001,0
"result.6397",2001,0
"result.6398",2001,0
"result.6399",2001,0
"result.6400",2001,0
"result.6401",2001,0
"result.6402",2001,0
"result.6403",2001,0
"result.6404",2001,0
"result.6405",2001,0
"result.6406",2001,0
"result.6407",1668,0.773362334728905
"result.6408",2001,0
"result.6409",2001,0
"result.6410",2001,0
"result.6411",2001,0
"result.6412",2001,0
"result.6413",2001,0
"result.6414",2001,0
"result.6415",2001,0
"result.6416",2001,0
"result.6417",2001,0
"result.6418",2001,0
"result.6419",2001,0
"result.6420",2001,0
"result.6421",2001,0
"result.6422",2001,0
"result.6423",2001,0
"result.6424",2001,0
"result.6425",2001,0
"result.6426",2001,0
"result.6427",2001,0
"result.6428",2001,0
"result.6429",2001,0
"result.6430",2001,0
"result.6431",2001,0
"result.6432",2001,0
"result.6433",2001,0
"result.6434",2001,0
"result.6435",2001,0
"result.6436",2001,0
"result.6437",2001,0
"result.6438",2001,0
"result.6439",2001,0
"result.6440",2001,0
"result.6441",2001,0
"result.6442",2001,0
"result.6443",2001,0
"result.6444",2001,0
"result.6445",2001,0
"result.6446",2001,0
"result.6447",2001,0
"result.6448",2001,0
"result.6449",2001,0
"result.6450",2001,0
"result.6451",2001,0
"result.6452",2001,0
"result.6453",2001,0
"result.6454",992,0.388926292705733
"result.6455",1003,0.565100095417257
"result.6456",2001,0
"result.6457",2001,0
"result.6458",2001,0
"result.6459",2001,0
"result.6460",2001,0
"result.6461",2001,0
