"","V1","V2"
"result.2295",2001,0
"result.2296",2001,0
"result.2297",2001,0
"result.2298",2001,0
"result.2299",2001,0
"result.2300",2001,0
"result.2301",2001,0
"result.2302",2001,0
"result.2303",2001,0
"result.2304",2001,0
"result.2305",2001,0
"result.2306",2001,0
"result.2307",2001,0
"result.2308",2001,0
"result.2309",2001,0
"result.2310",1021,0.504609562421756
"result.2311",1015,0.596208319482155
"result.2312",2001,0
"result.2313",2001,0
"result.2314",2001,0
"result.2315",2001,0
"result.2316",2001,0
"result.2317",2001,0
"result.2318",2001,0
"result.2319",2001,0
"result.2320",2001,0
"result.2321",2001,0
"result.2322",2001,0
"result.2323",2001,0
"result.2324",2001,0
"result.2325",2001,0
"result.2326",2001,0
"result.2327",2001,0
"result.2328",2001,0
"result.2329",888,0.472912132689363
"result.2330",2001,0
"result.2331",2001,0
"result.2332",2001,0
"result.2333",2001,0
"result.2334",2001,0
"result.2335",2001,0
"result.2336",2001,0
"result.2337",2001,0
"result.2338",2001,0
"result.2339",2001,0
"result.2340",2001,0
"result.2341",2001,0
"result.2342",2001,0
"result.2343",2001,0
"result.2344",2001,0
"result.2345",2001,0
"result.2346",2001,0
"result.2347",2001,0
"result.2348",2001,0
"result.2349",2001,0
"result.2350",2001,0
"result.2351",2001,0
"result.2352",2001,0
"result.2353",2001,0
"result.2354",2001,0
"result.2355",2001,0
"result.2356",2001,0
"result.2357",2001,0
"result.2358",2001,0
"result.2359",2001,0
"result.2360",2001,0
"result.2361",2001,0
"result.2362",2001,0
"result.2363",2001,0
"result.2364",2001,0
"result.2365",2001,0
"result.2366",2001,0
"result.2367",1021,0.436328629744764
"result.2368",2001,0
"result.2369",2001,0
"result.2370",2001,0
"result.2371",2001,0
"result.2372",2001,0
"result.2373",2001,0
"result.2374",2001,0
"result.2375",2001,0
"result.2376",2001,0
"result.2377",2001,0
"result.2378",2001,0
"result.2379",2001,0
"result.2380",2001,0
"result.2381",2001,0
"result.2382",2001,0
"result.2383",2001,0
"result.2384",2001,0
"result.2385",2001,0
"result.2386",2001,0
"result.2387",2001,0
"result.2388",2001,0
"result.2389",2001,0
"result.2390",2001,0
"result.2391",2001,0
"result.2392",2001,0
"result.2393",2001,0
"result.2394",2001,0
"result.2395",2001,0
"result.2396",2001,0
"result.2397",2001,0
"result.2398",2001,0
"result.2399",2001,0
"result.2400",2001,0
"result.2401",2001,0
"result.2402",2001,0
"result.2403",2001,0
"result.2404",2001,0
"result.2405",2001,0
"result.2406",2001,0
"result.2407",2001,0
"result.2408",2001,0
"result.2409",2001,0
"result.2410",2001,0
"result.2411",2001,0
"result.2412",2001,0
"result.2413",2001,0
"result.2414",2001,0
"result.2415",2001,0
"result.2416",2001,0
"result.2417",2001,0
"result.2418",2001,0
"result.2419",2001,0
"result.2420",2001,0
"result.2421",2001,0
"result.2422",992,0.383854569556568
"result.2423",2001,0
"result.2424",2001,0
"result.2425",2001,0
"result.2426",2001,0
"result.2427",2001,0
"result.2428",2001,0
"result.2429",2001,0
"result.2430",2001,0
"result.2431",168,0.205194315094296
"result.2432",2001,0
"result.2433",2001,0
"result.2434",2001,0
"result.2435",2001,0
"result.2436",2001,0
"result.2437",2001,0
"result.2438",2001,0
"result.2439",2001,0
"result.2440",2001,0
"result.2441",2001,0
"result.2442",2001,0
"result.2443",2001,0
"result.2444",2001,0
"result.2445",2001,0
"result.2446",2001,0
"result.2447",2001,0
"result.2448",2001,0
"result.2449",2001,0
"result.2450",2001,0
"result.2451",2001,0
"result.2452",2001,0
"result.2453",2001,0
"result.2454",2001,0
"result.2455",875,0.378689024579973
"result.2456",2001,0
"result.2457",2001,0
"result.2458",2001,0
"result.2459",2001,0
"result.2460",2001,0
"result.2461",2001,0
"result.2462",171,0.195585850398697
"result.2463",2001,0
"result.2464",2001,0
"result.2465",2001,0
"result.2466",2001,0
"result.2467",2001,0
"result.2468",2001,0
"result.2469",2001,0
"result.2470",2001,0
"result.2471",2001,0
"result.2472",2001,0
"result.2473",2001,0
"result.2474",2001,0
"result.2475",2001,0
"result.2476",2001,0
"result.2477",2001,0
"result.2478",2001,0
"result.2479",2001,0
"result.2480",2001,0
"result.2481",2001,0
"result.2482",2001,0
"result.2483",2001,0
"result.2484",2001,0
"result.2485",2001,0
"result.2486",2001,0
"result.2487",2001,0
"result.2488",2001,0
"result.2489",2001,0
"result.2490",2001,0
"result.2491",2001,0
"result.2492",2001,0
"result.2493",2001,0
"result.2494",2001,0
"result.2495",2001,0
"result.2496",2001,0
"result.2497",2001,0
"result.2498",2001,0
"result.2499",2001,0
"result.2500",2001,0
"result.2501",2001,0
"result.2502",2001,0
"result.2503",2001,0
"result.2504",2001,0
"result.2505",2001,0
"result.2506",2001,0
"result.2507",2001,0
"result.2508",2001,0
"result.2509",2001,0
"result.2510",2001,0
"result.2511",2001,0
"result.2512",2001,0
"result.2513",2001,0
"result.2514",2001,0
"result.2515",2001,0
"result.2516",2001,0
"result.2517",2001,0
"result.2518",2001,0
"result.2519",880,0.387067800060564
"result.2520",2001,0
"result.2521",2001,0
"result.2522",2001,0
"result.2523",2001,0
"result.2524",2001,0
"result.2525",2001,0
"result.2526",2001,0
"result.2527",2001,0
"result.2528",2001,0
"result.2529",2001,0
"result.2530",2001,0
"result.2531",2001,0
"result.2532",2001,0
"result.2533",2001,0
"result.2534",2001,0
"result.2535",2001,0
"result.2536",2001,0
"result.2537",2001,0
"result.2538",2001,0
"result.2539",2001,0
"result.2540",2001,0
"result.2541",2001,0
"result.2542",1009,0.903777954492606
"result.2543",2001,0
"result.2544",2001,0
"result.2545",170,0.0825288406053133
"result.2546",2001,0
"result.2547",2001,0
"result.2548",2001,0
"result.2549",2001,0
"result.2550",2001,0
"result.2551",2001,0
"result.2552",2001,0
"result.2553",2001,0
"result.2554",2001,0
"result.2555",2001,0
"result.2556",2001,0
"result.2557",2001,0
"result.2558",2001,0
"result.2559",2001,0
"result.2560",2001,0
"result.2561",2001,0
"result.2562",2001,0
"result.2563",2001,0
"result.2564",2001,0
"result.2565",2001,0
"result.2566",2001,0
"result.2567",2001,0
"result.2568",2001,0
"result.2569",2001,0
"result.2570",2001,0
"result.2571",2001,0
"result.2572",2001,0
"result.2573",2001,0
"result.2574",2001,0
"result.2575",2001,0
"result.2576",2001,0
"result.2577",2001,0
"result.2578",2001,0
"result.2579",2001,0
"result.2580",2001,0
"result.2581",2001,0
"result.2582",2001,0
"result.2583",2001,0
"result.2584",2001,0
"result.2585",2001,0
"result.2586",2001,0
"result.2587",2001,0
"result.2588",2001,0
"result.2589",2001,0
"result.2590",2001,0
"result.2591",2001,0
"result.2592",2001,0
"result.2593",2001,0
"result.2594",2001,0
"result.2595",2001,0
"result.2596",2001,0
"result.2597",2001,0
"result.2598",2001,0
"result.2599",2001,0
"result.2600",2001,0
"result.2601",2001,0
"result.2602",2001,0
"result.2603",2001,0
"result.2604",2001,0
"result.2605",2001,0
"result.2606",2001,0
"result.2607",1003,0.943966420280038
"result.2608",2001,0
"result.2609",914,0.301396525597635
"result.2610",2001,0
"result.2611",2001,0
"result.2612",2001,0
"result.2613",2001,0
"result.2614",2001,0
"result.2615",2001,0
"result.2616",2001,0
"result.2617",2001,0
"result.2618",2001,0
"result.2619",2001,0
"result.2620",2001,0
"result.2621",2001,0
"result.2622",2001,0
"result.2623",2001,0
"result.2624",171,0.0692814520131009
"result.2625",2001,0
"result.2626",2001,0
"result.2627",2001,0
"result.2628",2001,0
"result.2629",2001,0
"result.2630",2001,0
"result.2631",1041,0.434663999586544
"result.2632",2001,0
"result.2633",2001,0
"result.2634",2001,0
"result.2635",2001,0
"result.2636",2001,0
"result.2637",2001,0
"result.2638",2001,0
"result.2639",2001,0
"result.2640",2001,0
"result.2641",2001,0
"result.2642",2001,0
"result.2643",2001,0
"result.2644",2001,0
"result.2645",2001,0
"result.2646",1022,0.631637474423796
"result.2647",2001,0
"result.2648",2001,0
"result.2649",2001,0
"result.2650",2001,0
"result.2651",2001,0
"result.2652",2001,0
"result.2653",2001,0
"result.2654",2001,0
"result.2655",2001,0
"result.2656",2001,0
"result.2657",2001,0
"result.2658",2001,0
"result.2659",2001,0
"result.2660",2001,0
"result.2661",2001,0
"result.2662",2001,0
"result.2663",2001,0
"result.2664",2001,0
"result.2665",2001,0
"result.2666",2001,0
"result.2667",2001,0
"result.2668",2001,0
"result.2669",2001,0
"result.2670",2001,0
"result.2671",991,0.416038320634421
"result.2672",2001,0
"result.2673",2001,0
"result.2674",2001,0
"result.2675",2001,0
"result.2676",2001,0
"result.2677",2001,0
"result.2678",2001,0
"result.2679",2001,0
"result.2680",2001,0
"result.2681",2001,0
"result.2682",2001,0
"result.2683",2001,0
"result.2684",2001,0
"result.2685",2001,0
"result.2686",2001,0
"result.2687",2001,0
"result.2688",2001,0
"result.2689",2001,0
"result.2690",2001,0
"result.2691",2001,0
"result.2692",2001,0
"result.2693",2001,0
"result.2694",2001,0
"result.2695",1022,0.434772350232979
"result.2696",2001,0
"result.2697",2001,0
"result.2698",2001,0
"result.2699",2001,0
"result.2700",2001,0
"result.2701",2001,0
"result.2702",2001,0
"result.2703",2001,0
"result.2704",2001,0
"result.2705",2001,0
"result.2706",2001,0
"result.2707",2001,0
"result.2708",2001,0
"result.2709",2001,0
"result.2710",2001,0
"result.2711",2001,0
"result.2712",2001,0
"result.2713",2001,0
"result.2714",2001,0
"result.2715",2001,0
"result.2716",2001,0
"result.2717",2001,0
"result.2718",2001,0
"result.2719",2001,0
"result.2720",2001,0
"result.2721",1003,0.636896471371131
"result.2722",2001,0
"result.2723",2001,0
"result.2724",2001,0
"result.2725",2001,0
"result.2726",2001,0
"result.2727",2001,0
"result.2728",2001,0
"result.2729",2001,0
"result.2730",2001,0
"result.2731",2001,0
"result.2732",2001,0
"result.2733",2001,0
"result.2734",2001,0
"result.2735",2001,0
"result.2736",2001,0
"result.2737",2001,0
"result.2738",2001,0
"result.2739",2001,0
"result.2740",2001,0
"result.2741",2001,0
"result.2742",2001,0
"result.2743",2001,0
"result.2744",2001,0
"result.2745",2001,0
"result.2746",2001,0
"result.2747",2001,0
"result.2748",2001,0
"result.2749",2001,0
"result.2750",2001,0
"result.2751",2001,0
"result.2752",2001,0
"result.2753",2001,0
"result.2754",2001,0
"result.2755",2001,0
"result.2756",2001,0
"result.2757",2001,0
"result.2758",1012,0.299047914254507
"result.2759",2001,0
"result.2760",2001,0
"result.2761",2001,0
"result.2762",2001,0
"result.2763",2001,0
"result.2764",2001,0
"result.2765",2001,0
"result.2766",2001,0
"result.2767",2001,0
"result.2768",2001,0
"result.2769",2001,0
"result.2770",2001,0
"result.2771",2001,0
"result.2772",2001,0
"result.2773",2001,0
"result.2774",2001,0
"result.2775",2001,0
"result.2776",2001,0
"result.2777",2001,0
"result.2778",2001,0
"result.2779",2001,0
"result.2780",2001,0
"result.2781",2001,0
"result.2782",2001,0
"result.2783",2001,0
"result.2784",2001,0
"result.2785",2001,0
"result.2786",2001,0
"result.2787",2001,0
"result.2788",2001,0
"result.2789",2001,0
"result.2790",2001,0
"result.2791",2001,0
"result.2792",2001,0
"result.2793",2001,0
"result.2794",2001,0
"result.2795",2001,0
"result.2796",2001,0
"result.2797",2001,0
"result.2798",2001,0
"result.2799",2001,0
"result.2800",2001,0
"result.2801",2001,0
"result.2802",2001,0
"result.2803",2001,0
"result.2804",2001,0
"result.2805",2001,0
"result.2806",2001,0
"result.2807",2001,0
"result.2808",2001,0
"result.2809",2001,0
"result.2810",2001,0
"result.2811",2001,0
"result.2812",2001,0
"result.2813",2001,0
"result.2814",2001,0
"result.2815",2001,0
"result.2816",2001,0
"result.2817",2001,0
"result.2818",2001,0
"result.2819",2001,0
"result.2820",2001,0
"result.2821",2001,0
"result.2822",2001,0
"result.2823",2001,0
"result.2824",2001,0
"result.2825",2001,0
"result.2826",2001,0
"result.2827",2001,0
"result.2828",2001,0
"result.2829",2001,0
"result.2830",1104,0.394983249762724
"result.2831",1003,0.641275655492858
"result.2832",2001,0
"result.2833",2001,0
"result.2834",2001,0
"result.2835",2001,0
"result.2836",2001,0
"result.2837",2001,0
"result.2838",2001,0
"result.2839",2001,0
"result.2840",2001,0
"result.2841",2001,0
"result.2842",2001,0
"result.2843",2001,0
"result.2844",2001,0
"result.2845",2001,0
"result.2846",2001,0
"result.2847",2001,0
"result.2848",2001,0
"result.2849",2001,0
"result.2850",2001,0
"result.2851",2001,0
"result.2852",2001,0
"result.2853",2001,0
"result.2854",2001,0
"result.2855",2001,0
"result.2856",2001,0
"result.2857",2001,0
"result.2858",2001,0
"result.2859",2001,0
"result.2860",2001,0
"result.2861",2001,0
"result.2862",2001,0
"result.2863",2001,0
"result.2864",2001,0
"result.2865",2001,0
"result.2866",2001,0
"result.2867",2001,0
"result.2868",2001,0
"result.2869",2001,0
"result.2870",2001,0
"result.2871",2001,0
"result.2872",2001,0
"result.2873",2001,0
"result.2874",2001,0
"result.2875",2001,0
"result.2876",2001,0
"result.2877",2001,0
"result.2878",2001,0
"result.2879",2001,0
"result.2880",2001,0
"result.2881",2001,0
"result.2882",2001,0
"result.2883",2001,0
"result.2884",2001,0
"result.2885",2001,0
"result.2886",1668,0.802714313402806
"result.2887",2001,0
"result.2888",2001,0
"result.2889",2001,0
"result.2890",2001,0
"result.2891",2001,0
"result.2892",2001,0
"result.2893",2001,0
"result.2894",2001,0
"result.2895",2001,0
"result.2896",894,0.370611243239011
"result.2897",2001,0
"result.2898",2001,0
"result.2899",2001,0
"result.2900",2001,0
"result.2901",2001,0
"result.2902",2001,0
"result.2903",2001,0
"result.2904",2001,0
"result.2905",2001,0
"result.2906",2001,0
"result.2907",2001,0
"result.2908",2001,0
"result.2909",2001,0
"result.2910",2001,0
"result.2911",2001,0
"result.2912",2001,0
"result.2913",2001,0
"result.2914",2001,0
"result.2915",2001,0
"result.2916",2001,0
"result.2917",2001,0
"result.2918",2001,0
"result.2919",1021,0.355591783845259
"result.2920",2001,0
"result.2921",2001,0
"result.2922",2001,0
"result.2923",2001,0
"result.2924",2001,0
"result.2925",2001,0
"result.2926",2001,0
"result.2927",2001,0
"result.2928",2001,0
"result.2929",2001,0
"result.2930",2001,0
"result.2931",2001,0
"result.2932",2001,0
"result.2933",2001,0
"result.2934",1022,0.504810438701263
"result.2935",991,0.404152153573506
"result.2936",2001,0
"result.2937",2001,0
"result.2938",2001,0
"result.2939",2001,0
"result.2940",2001,0
"result.2941",2001,0
"result.2942",2001,0
"result.2943",1023,0.405307984084793
"result.2944",2001,0
"result.2945",2001,0
"result.2946",2001,0
"result.2947",2001,0
"result.2948",2001,0
"result.2949",2001,0
"result.2950",2001,0
"result.2951",2001,0
"result.2952",2001,0
"result.2953",2001,0
"result.2954",2001,0
"result.2955",2001,0
"result.2956",2001,0
"result.2957",2001,0
"result.2958",2001,0
"result.2959",2001,0
"result.2960",2001,0
"result.2961",2001,0
"result.2962",2001,0
"result.2963",2001,0
"result.2964",2001,0
"result.2965",2001,0
"result.2966",2001,0
"result.2967",2001,0
"result.2968",2001,0
"result.2969",2001,0
"result.2970",2001,0
"result.2971",2001,0
"result.2972",2001,0
"result.2973",2001,0
"result.2974",1009,0.541640016497652
"result.2975",2001,0
"result.2976",2001,0
"result.2977",2001,0
"result.2978",2001,0
"result.2979",2001,0
"result.2980",2001,0
"result.2981",2001,0
"result.2982",2001,0
"result.2983",2001,0
"result.2984",2001,0
"result.2985",2001,0
"result.2986",2001,0
"result.2987",2001,0
"result.2988",2001,0
"result.2989",2001,0
"result.2990",2001,0
"result.2991",2001,0
"result.2992",2001,0
"result.2993",2001,0
"result.2994",2001,0
"result.2995",2001,0
"result.2996",2001,0
"result.2997",2001,0
"result.2998",2001,0
"result.2999",2001,0
"result.3000",2001,0
"result.3001",2001,0
"result.3002",2001,0
"result.3003",2001,0
"result.3004",2001,0
"result.3005",2001,0
"result.3006",2001,0
"result.3007",2001,0
"result.3008",2001,0
"result.3009",2001,0
"result.3010",1022,0.594343109318958
"result.3011",2001,0
"result.3012",2001,0
"result.3013",2001,0
"result.3014",2001,0
"result.3015",2001,0
"result.3016",2001,0
"result.3017",2001,0
"result.3018",2001,0
"result.3019",2001,0
"result.3020",2001,0
"result.3021",2001,0
"result.3022",2001,0
"result.3023",2001,0
"result.3024",2001,0
"result.3025",2001,0
"result.3026",2001,0
"result.3027",2001,0
"result.3028",2001,0
"result.3029",2001,0
"result.3030",2001,0
"result.3031",2001,0
"result.3032",2001,0
"result.3033",2001,0
"result.3034",2001,0
"result.3035",2001,0
"result.3036",2001,0
"result.3037",2001,0
"result.3038",1021,0.504480216573061
"result.3039",2001,0
"result.3040",2001,0
"result.3041",2001,0
"result.3042",2001,0
"result.3043",2001,0
"result.3044",2001,0
"result.3045",2001,0
"result.3046",1003,0.710751248857186
"result.3047",992,0.6629916197274
"result.3048",2001,0
"result.3049",2001,0
"result.3050",2001,0
"result.3051",2001,0
"result.3052",2001,0
"result.3053",2001,0
"result.3054",2001,0
"result.3055",2001,0
"result.3056",2001,0
"result.3057",2001,0
"result.3058",2001,0
"result.3059",2001,0
"result.3060",2001,0
"result.3061",2001,0
"result.3062",2001,0
"result.3063",2001,0
"result.3064",2001,0
"result.3065",2001,0
"result.3066",2001,0
"result.3067",2001,0
"result.3068",2001,0
"result.3069",2001,0
"result.3070",2001,0
"result.3071",2001,0
"result.3072",2001,0
"result.3073",2001,0
"result.3074",2001,0
"result.3075",2001,0
"result.3076",2001,0
"result.3077",2001,0
"result.3078",1007,0.607023164017022
"result.3079",991,0.356475251886213
"result.3080",2001,0
"result.3081",2001,0
"result.3082",2001,0
"result.3083",2001,0
"result.3084",2001,0
"result.3085",2001,0
"result.3086",2001,0
"result.3087",2001,0
"result.3088",2001,0
"result.3089",2001,0
"result.3090",2001,0
"result.3091",2001,0
"result.3092",2001,0
"result.3093",2001,0
"result.3094",2001,0
"result.3095",1235,0.426994586305657
"result.3096",2001,0
"result.3097",2001,0
"result.3098",2001,0
"result.3099",2001,0
"result.3100",2001,0
"result.3101",2001,0
"result.3102",2001,0
"result.3103",2001,0
"result.3104",171,0.314849978886919
"result.3105",2001,0
"result.3106",2001,0
"result.3107",2001,0
"result.3108",2001,0
"result.3109",2001,0
"result.3110",2001,0
"result.3111",2001,0
"result.3112",2001,0
"result.3113",2001,0
"result.3114",2001,0
"result.3115",2001,0
"result.3116",2001,0
"result.3117",2001,0
"result.3118",2001,0
"result.3119",2001,0
"result.3120",2001,0
"result.3121",2001,0
"result.3122",2001,0
"result.3123",2001,0
"result.3124",2001,0
"result.3125",2001,0
"result.3126",2001,0
"result.3127",2001,0
"result.3128",2001,0
"result.3129",2001,0
"result.3130",2001,0
"result.3131",2001,0
"result.3132",2001,0
"result.3133",2001,0
"result.3134",2001,0
"result.3135",2001,0
"result.3136",2001,0
"result.3137",2001,0
"result.3138",2001,0
"result.3139",2001,0
"result.3140",2001,0
"result.3141",2001,0
"result.3142",2001,0
"result.3143",2001,0
"result.3144",2001,0
"result.3145",2001,0
"result.3146",2001,0
"result.3147",2001,0
"result.3148",2001,0
"result.3149",2001,0
"result.3150",2001,0
"result.3151",2001,0
"result.3152",2001,0
"result.3153",2001,0
"result.3154",2001,0
"result.3155",2001,0
"result.3156",2001,0
"result.3157",2001,0
"result.3158",2001,0
"result.3159",2001,0
"result.3160",2001,0
"result.3161",2001,0
"result.3162",2001,0
"result.3163",2001,0
"result.3164",2001,0
"result.3165",2001,0
"result.3166",2001,0
"result.3167",2001,0
"result.3168",2001,0
"result.3169",2001,0
"result.3170",2001,0
"result.3171",2001,0
"result.3172",2001,0
"result.3173",2001,0
"result.3174",2001,0
"result.3175",2001,0
"result.3176",2001,0
"result.3177",2001,0
"result.3178",2001,0
"result.3179",2001,0
"result.3180",2001,0
"result.3181",2001,0
"result.3182",991,0.322632808927635
"result.3183",2001,0
"result.3184",2001,0
"result.3185",2001,0
"result.3186",2001,0
"result.3187",2001,0
"result.3188",2001,0
"result.3189",2001,0
"result.3190",2001,0
"result.3191",2001,0
"result.3192",2001,0
"result.3193",2001,0
"result.3194",2001,0
"result.3195",2001,0
"result.3196",2001,0
"result.3197",2001,0
"result.3198",2001,0
"result.3199",1023,0.366269094310471
"result.3200",2001,0
"result.3201",2001,0
"result.3202",2001,0
"result.3203",2001,0
"result.3204",2001,0
"result.3205",2001,0
"result.3206",2001,0
"result.3207",2001,0
"result.3208",2001,0
"result.3209",2001,0
"result.3210",2001,0
"result.3211",2001,0
"result.3212",2001,0
"result.3213",2001,0
"result.3214",2001,0
"result.3215",2001,0
"result.3216",2001,0
"result.3217",2001,0
"result.3218",2001,0
"result.3219",2001,0
"result.3220",2001,0
"result.3221",2001,0
"result.3222",880,0.490581038967726
"result.3223",880,0.458304606711831
"result.3224",2001,0
"result.3225",2001,0
"result.3226",2001,0
"result.3227",2001,0
"result.3228",2001,0
"result.3229",2001,0
"result.3230",2001,0
"result.3231",2001,0
"result.3232",2001,0
"result.3233",2001,0
"result.3234",2001,0
"result.3235",2001,0
"result.3236",2001,0
"result.3237",2001,0
"result.3238",2001,0
"result.3239",2001,0
"result.3240",2001,0
"result.3241",2001,0
"result.3242",2001,0
"result.3243",1861,0.741976879529918
"result.3244",2001,0
"result.3245",2001,0
"result.3246",1021,0.682936753061131
"result.3247",2001,0
"result.3248",2001,0
"result.3249",2001,0
"result.3250",2001,0
"result.3251",2001,0
"result.3252",2001,0
"result.3253",2001,0
"result.3254",2001,0
"result.3255",2001,0
"result.3256",2001,0
"result.3257",2001,0
"result.3258",2001,0
"result.3259",2001,0
"result.3260",2001,0
"result.3261",2001,0
"result.3262",2001,0
"result.3263",2001,0
"result.3264",2001,0
"result.3265",2001,0
"result.3266",449,0.244446706391621
"result.3267",449,0.249946725679855
"result.3268",2001,0
"result.3269",2001,0
"result.3270",2001,0
"result.3271",2001,0
"result.3272",2001,0
"result.3273",2001,0
"result.3274",2001,0
"result.3275",2001,0
"result.3276",2001,0
"result.3277",2001,0
"result.3278",2001,0
"result.3279",2001,0
"result.3280",2001,0
"result.3281",2001,0
"result.3282",2001,0
"result.3283",2001,0
"result.3284",2001,0
"result.3285",2001,0
"result.3286",2001,0
"result.3287",2001,0
"result.3288",2001,0
"result.3289",2001,0
"result.3290",2001,0
"result.3291",2001,0
"result.3292",2001,0
"result.3293",2001,0
"result.3294",2001,0
"result.3295",2001,0
"result.3296",2001,0
"result.3297",2001,0
"result.3298",2001,0
"result.3299",2001,0
"result.3300",2001,0
"result.3301",2001,0
"result.3302",2001,0
"result.3303",1021,0.407349398113091
"result.3304",2001,0
"result.3305",2001,0
"result.3306",2001,0
"result.3307",2001,0
"result.3308",2001,0
"result.3309",2001,0
"result.3310",1021,0.491824943351194
"result.3311",991,0.819982704365904
"result.3312",2001,0
"result.3313",2001,0
"result.3314",2001,0
"result.3315",2001,0
"result.3316",2001,0
"result.3317",2001,0
"result.3318",2001,0
"result.3319",2001,0
"result.3320",2001,0
"result.3321",2001,0
"result.3322",2001,0
"result.3323",2001,0
"result.3324",2001,0
"result.3325",2001,0
"result.3326",2001,0
"result.3327",2001,0
"result.3328",2001,0
"result.3329",2001,0
"result.3330",1024,0.394604294941075
"result.3331",2001,0
"result.3332",2001,0
"result.3333",2001,0
"result.3334",2001,0
"result.3335",2001,0
"result.3336",2001,0
"result.3337",2001,0
"result.3338",2001,0
"result.3339",2001,0
"result.3340",2001,0
"result.3341",2001,0
"result.3342",2001,0
"result.3343",2001,0
"result.3344",2001,0
"result.3345",2001,0
"result.3346",2001,0
"result.3347",2001,0
"result.3348",2001,0
"result.3349",2001,0
"result.3350",2001,0
"result.3351",2001,0
"result.3352",2001,0
"result.3353",2001,0
"result.3354",2001,0
"result.3355",2001,0
"result.3356",2001,0
"result.3357",2001,0
"result.3358",2001,0
"result.3359",2001,0
"result.3360",2001,0
"result.3361",2001,0
"result.3362",2001,0
"result.3363",2001,0
"result.3364",2001,0
"result.3365",2001,0
"result.3366",1003,0.727110073605623
"result.3367",2001,0
"result.3368",2001,0
"result.3369",2001,0
"result.3370",2001,0
"result.3371",2001,0
"result.3372",2001,0
"result.3373",2001,0
"result.3374",2001,0
"result.3375",1668,0.684894244597224
"result.3376",171,0.215764020788615
"result.3377",2001,0
"result.3378",2001,0
"result.3379",2001,0
"result.3380",2001,0
"result.3381",2001,0
"result.3382",2001,0
"result.3383",2001,0
"result.3384",2001,0
"result.3385",2001,0
"result.3386",2001,0
"result.3387",2001,0
"result.3388",2001,0
"result.3389",2001,0
"result.3390",2001,0
"result.3391",2001,0
"result.3392",2001,0
"result.3393",2001,0
"result.3394",2001,0
"result.3395",2001,0
"result.3396",2001,0
"result.3397",2001,0
"result.3398",2001,0
"result.3399",2001,0
"result.3400",2001,0
"result.3401",2001,0
"result.3402",2001,0
"result.3403",2001,0
"result.3404",2001,0
"result.3405",2001,0
"result.3406",2001,0
"result.3407",2001,0
"result.3408",2001,0
"result.3409",2001,0
"result.3410",2001,0
"result.3411",2001,0
"result.3412",2001,0
"result.3413",2001,0
"result.3414",2001,0
"result.3415",2001,0
"result.3416",2001,0
"result.3417",2001,0
"result.3418",2001,0
"result.3419",2001,0
"result.3420",2001,0
"result.3421",2001,0
"result.3422",2001,0
"result.3423",1003,0.671426603481947
"result.3424",2001,0
"result.3425",2001,0
"result.3426",2001,0
"result.3427",2001,0
"result.3428",2001,0
"result.3429",2001,0
"result.3430",2001,0
"result.3431",991,0.516043529479564
"result.3432",2001,0
"result.3433",2001,0
"result.3434",2001,0
"result.3435",2001,0
"result.3436",2001,0
"result.3437",2001,0
"result.3438",2001,0
"result.3439",2001,0
"result.3440",2001,0
"result.3441",2001,0
"result.3442",2001,0
"result.3443",2001,0
"result.3444",2001,0
"result.3445",2001,0
"result.3446",2001,0
"result.3447",2001,0
"result.3448",2001,0
"result.3449",2001,0
"result.3450",2001,0
"result.3451",2001,0
"result.3452",2001,0
"result.3453",2001,0
"result.3454",2001,0
"result.3455",2001,0
"result.3456",2001,0
"result.3457",2001,0
"result.3458",2001,0
"result.3459",2001,0
"result.3460",2001,0
"result.3461",2001,0
"result.3462",2001,0
"result.3463",2001,0
"result.3464",2001,0
"result.3465",2001,0
"result.3466",2001,0
"result.3467",2001,0
"result.3468",2001,0
"result.3469",2001,0
"result.3470",168,0.298542200623743
"result.3471",2001,0
"result.3472",2001,0
"result.3473",2001,0
"result.3474",2001,0
"result.3475",2001,0
"result.3476",2001,0
"result.3477",2001,0
"result.3478",2001,0
"result.3479",2001,0
"result.3480",2001,0
"result.3481",2001,0
"result.3482",2001,0
"result.3483",2001,0
"result.3484",2001,0
"result.3485",2001,0
"result.3486",2001,0
"result.3487",2001,0
"result.3488",2001,0
"result.3489",2001,0
"result.3490",2001,0
"result.3491",2001,0
"result.3492",2001,0
"result.3493",2001,0
"result.3494",2001,0
"result.3495",2001,0
"result.3496",2001,0
"result.3497",2001,0
"result.3498",2001,0
"result.3499",2001,0
"result.3500",2001,0
"result.3501",2001,0
"result.3502",2001,0
"result.3503",2001,0
"result.3504",2001,0
"result.3505",2001,0
"result.3506",2001,0
"result.3507",2001,0
"result.3508",2001,0
"result.3509",2001,0
"result.3510",2001,0
"result.3511",2001,0
"result.3512",2001,0
"result.3513",2001,0
"result.3514",2001,0
"result.3515",2001,0
"result.3516",2001,0
"result.3517",2001,0
"result.3518",171,0.0724702381228823
"result.3519",2001,0
"result.3520",2001,0
"result.3521",2001,0
"result.3522",2001,0
"result.3523",2001,0
"result.3524",2001,0
"result.3525",2001,0
"result.3526",991,0.434521352666518
"result.3527",2001,0
"result.3528",2001,0
"result.3529",2001,0
"result.3530",2001,0
"result.3531",2001,0
"result.3532",2001,0
"result.3533",2001,0
"result.3534",1008,0.463660265097115
"result.3535",2001,0
"result.3536",2001,0
